DownAndDistance,Yardline,Expected Points Added (EPA)
2-15,91,0.159327
1-13,80,0.25968
2-10,91,0.285128
1-7,80,0.774304
2-7,94,0.511613
2-7,95,0.489572
2-7,93,0.526327
1-14,98,0.0157881
2-8,96,0.33448
2-6,96,0.496307
1-4,80,1.2075
2-4,94,0.913997
2-4,96,0.895209
2-4,93,0.959011
2-3,96,0.975136
1-2,80,1.42478
2-2,93,1.14302
1-1,80,1.8387
2-1,93,1.57055
3-20,88,0.0151521
3-18,88,0.0846628
3-16,91,0.0535386
3-13,92,0.0885207
3-11,91,0.199074
3-10,94,0.236471
3-8,97,0.305631
3-6,95,0.50941
3-4,91,0.957059
3-2,91,1.10063
3-7,99,0.17451
3-1,95,1.39383
1-3,84,1.23847
4-17,92,0.0151008
4-16,92,0.0245202
4-13,91,0.0459261
4-12,97,0.020067
4-9,96,0.143006
4-5,92,0.871018
4-1,93,1.22766
2-20,88,0.0306532
1-19,79,0.0539429
1-17,79,0.0950206
2-17,92,0.0369714
2-16,91,0.0705976
4-3,97,0.77367
2-16,86,0.0923887
1-15,79,0.279815
2-15,90,0.167914
2-14,95,0.0909623
2-14,92,0.119973
1-13,79,0.260234
2-10,95,0.260277
2-9,95,0.284411
2-9,94,0.296176
1-7,79,0.790539
2-7,92,0.551968
2-7,90,0.568179
1-4,79,1.22418
1-2,79,1.4293
2-2,95,1.11316
1-1,79,1.90533
3-20,87,0.0141324
3-18,87,0.0904806
3-16,90,0.0601499
4-18,97,0.00820709
3-13,91,0.10197
3-9,92,0.287116
3-8,96,0.310603
3-6,94,0.529186
3-5,91,0.889373
3-4,89,0.96739
3-4,90,0.975742
3-2,90,1.13725
3-7,98,0.287228
3-1,94,1.41942
1-3,89,1.11939
4-17,91,0.0122697
4-16,91,0.0254885
1-12,88,0.327386
4-15,88,0.105572
4-13,90,0.0479042
4-12,96,0.0328463
4-9,95,0.150694
4-5,91,0.859284
2-16,87,0.089822
4-3,96,0.76314
4-1,92,1.25392
2-20,87,0.0292486
1-19,78,0.0546747
1-17,78,0.0752366
2-17,90,0.0373861
2-17,94,0.0334294
2-16,84,0.100108
1-15,78,0.298149
2-15,89,0.180143
2-14,90,0.142456
1-13,78,0.263157
2-13,94,0.136757
1-7,78,0.797323
2-7,89,0.614593
2-7,91,0.550767
1-4,78,1.2562
1-2,78,1.44356
1-1,78,1.91807
2-1,94,1.55824
3-20,86,0.0163594
3-18,86,0.0918695
3-16,89,0.0583016
4-18,96,0.00728719
3-13,90,0.11365
3-11,89,0.200818
3-10,93,0.24356
3-10,92,0.256795
3-9,91,0.286895
3-8,95,0.320533
3-6,93,0.533759
3-5,90,0.920632
3-2,89,1.14279
3-7,97,0.380046
3-1,93,1.42892
1-3,86,1.19349
4-17,90,0.0128561
4-16,90,0.0232799
4-13,89,0.0555184
4-12,95,0.0972342
4-9,94,0.16083
4-5,90,0.850757
4-1,91,1.27313
2-20,86,0.0326111
1-19,77,0.0592937
1-17,77,0.0957912
2-17,88,0.039228
2-16,85,0.0996897
1-15,77,0.288921
2-15,88,0.184928
1-13,77,0.2774
2-13,90,0.165658
2-10,93,0.276488
1-7,77,0.793294
1-4,77,1.26193
1-2,77,1.48615
1-1,77,1.94911
3-20,85,0.0160931
3-18,85,0.0978504
3-16,88,0.0631396
4-18,99,0.00585421
3-13,89,0.140534
3-11,88,0.208818
3-11,86,0.235178
3-10,91,0.252867
3-9,90,0.295195
3-8,94,0.33131
3-6,92,0.562544
3-5,89,0.930089
3-4,88,1.00276
3-2,88,1.14979
3-1,90,1.54348
3-7,96,0.408942
3-1,92,1.45455
1-3,91,1.13917
4-17,89,0.0161681
4-16,89,0.0250289
4-13,88,0.0527291
4-12,94,0.0818185
4-9,91,0.178223
4-9,93,0.158375
4-5,89,0.878678
4-1,90,1.27545
2-20,85,0.0286714
1-19,76,0.0649488
1-17,76,0.0866688
2-17,89,0.0411504
1-15,76,0.298235
2-15,87,0.191857
2-14,89,0.157773
1-13,76,0.274452
2-13,88,0.175644
2-13,92,0.152215
2-13,89,0.168587
2-10,89,0.308376
2-10,92,0.277705
2-9,87,0.360893
1-7,76,0.811896
1-4,76,1.24653
2-4,92,0.976688
2-4,87,1.07023
2-4,89,1.03689
1-2,76,1.4909
1-1,76,1.92548
2-1,91,1.62892
2-1,92,1.58601
3-20,84,0.0168537
3-18,84,0.106006
3-16,87,0.0673554
4-18,98,0.00761302
3-13,88,0.174029
3-11,87,0.227221
3-10,89,0.267727
3-10,90,0.256447
3-9,89,0.288553
3-8,93,0.361972
3-6,91,0.571537
3-5,88,0.950261
3-4,87,0.990507
3-2,87,1.1732
3-1,91,1.50577
1-3,88,1.15699
4-17,88,0.0148118
4-16,88,0.0271747
4-13,87,0.0552299
4-12,93,0.0895451
4-9,92,0.164333
4-5,88,0.873253
4-1,89,1.30588
2-20,84,0.0339278
1-19,75,0.0589687
1-17,75,0.0973123
2-17,86,0.0415193
1-15,75,0.314061
2-15,86,0.190066
2-14,91,0.12853
1-13,75,0.305361
4-15,85,0.141317
1-12,75,0.44387
1-7,75,0.84179
1-4,75,1.30562
2-4,91,1.0133
1-2,75,1.54281
2-2,91,1.17772
2-2,88,1.24066
1-1,75,1.96099
2-1,88,1.70447
2-1,86,1.76334
3-20,83,0.0180325
3-18,83,0.113027
3-16,86,0.0685559
3-13,87,0.151366
3-11,84,0.242279
3-9,88,0.305535
3-8,92,0.369115
3-6,90,0.598412
3-5,87,0.934917
3-4,86,1.05805
3-2,86,1.18901
1-3,93,1.06563
4-17,87,0.0167341
4-16,87,0.0294816
1-12,76,0.41727
4-15,84,0.122682
4-13,86,0.057751
4-12,92,0.0867556
4-2,92,0.829369
4-11,97,-0.00113342
4-5,87,0.902049
4-1,88,1.29887
2-20,83,0.0365859
1-19,74,0.0603178
2-18,80,0.140183
1-17,74,0.11467
2-16,82,0.108161
1-15,74,0.319571
2-15,85,0.193591
1-13,74,0.290945
4-15,86,0.129185
1-12,74,0.427201
2-10,86,0.358444
2-10,90,0.306649
2-8,87,0.447756
1-7,74,0.85034
2-7,86,0.639456
1-4,74,1.30513
2-4,90,0.999906
1-2,74,1.54755
2-2,90,1.22571
2-2,87,1.27412
1-1,74,2.00138
2-1,90,1.64249
2-1,85,1.76015
3-20,82,0.0209169
3-18,82,0.113268
3-16,85,0.0760294
3-13,86,0.139053
3-11,85,0.236074
3-10,88,0.281923
3-9,87,0.308667
3-8,91,0.366591
3-6,89,0.607592
3-5,86,0.962263
3-4,85,1.03732
3-2,85,1.16249
3-1,89,1.56667
1-3,90,1.13753
4-17,86,0.0164602
4-16,86,0.0321932
1-12,77,0.412699
4-15,83,0.130644
4-13,85,0.0561607
4-12,91,0.0899006
4-2,93,0.767978
4-11,96,0.0679509
4-9,90,0.163236
4-5,86,0.910706
4-3,91,0.871489
4-1,87,1.3458
2-20,82,0.0344513
2-20,81,0.0353854
1-19,73,0.0628734
1-17,73,0.109075
2-16,81,0.111621
1-15,73,0.32615
2-15,84,0.207872
1-13,73,0.318095
2-13,85,0.183203
2-13,86,0.176655
4-15,87,0.133867
1-12,73,0.450254
1-7,73,0.845365
1-4,73,1.34587
1-2,73,1.54345
2-2,89,1.21575
1-1,73,2.05013
2-1,89,1.67865
3-20,81,0.0179203
3-18,81,0.120555
3-16,84,0.0771354
3-13,85,0.134718
3-10,87,0.285004
3-9,86,0.314129
3-8,90,0.383306
3-6,88,0.620432
3-5,85,0.972971
3-5,83,0.994237
3-4,84,1.07326
3-2,84,1.22594
3-1,88,1.57735
1-3,95,0.99475
4-17,85,0.0168714
4-16,85,0.0361631
1-12,78,0.405654
4-15,82,0.136715
4-13,84,0.0595662
4-12,90,0.101002
4-9,89,0.174203
4-5,85,0.934421
4-1,86,1.33262
1-19,72,0.0719305
2-19,78,0.0420993
1-17,72,0.116157
2-16,80,0.117701
1-15,72,0.339905
2-15,83,0.201005
2-14,85,0.168604
2-14,88,0.161033
1-13,72,0.310699
2-10,85,0.361436
2-10,88,0.332089
1-7,72,0.865084
2-7,85,0.649902
2-7,88,0.606569
1-4,72,1.33046
2-4,88,1.04709
2-3,84,1.20442
1-2,72,1.56871
2-2,83,1.31841
1-1,72,1.9834
3-20,80,0.0216424
3-18,80,0.127438
3-16,83,0.0843091
3-13,84,0.166953
3-11,83,0.258838
3-11,81,0.250884
3-10,84,0.309247
3-9,85,0.32079
3-8,89,0.391275
3-5,84,0.989298
3-4,83,1.05313
3-2,83,1.21027
3-1,87,1.62923
1-3,92,1.05978
4-17,84,0.0189167
4-16,84,0.0336257
1-12,79,0.386751
4-15,81,0.146281
4-13,83,0.0652358
4-12,89,0.0914308
2-11,97,0.122169
4-2,87,0.879974
4-11,94,0.0911686
4-9,88,0.179285
4-5,84,0.902065
2-11,96,0.149999
4-11,95,0.0997283
4-2,86,0.870563
4-1,85,1.35455
2-20,80,0.0381081
1-19,71,0.0712452
2-19,79,0.0404509
1-17,71,0.12023
2-17,87,0.041629
2-17,84,0.0462879
2-16,83,0.105694
1-15,71,0.3419
2-15,82,0.211742
2-14,87,0.153341
1-13,71,0.335304
2-13,87,0.173393
2-13,83,0.189355
4-15,89,0.122404
1-12,71,0.461596
2-18,19,0.266564
1-9,71,0.586007
1-11,3,0
4-10,28,0.465965
2-14,24,1.19219
1-8,71,0.702673
2-7,87,0.631267
2-7,84,0.663573
2-8,50,0.910448
1-14,48,0.557557
2-6,82,0.758131
1-14,77,0.272886
2-8,53,0.840667
2-6,87,0.706785
4-20,50,0.00682474
2-5,81,1.05484
1-4,71,1.36232
1-2,71,1.58483
1-1,71,2.08912
3-3,17,2.34545
3-17,58,0.0947284
3-19,84,0.0167278
3-16,82,0.0851532
4-7,50,0.603407
3-15,81,0.176019
3-13,83,0.172199
3-14,65,0.179548
3-6,86,0.659584
4-16,83,0.0448324
3-12,70,0.359234
4-14,85,0.0489515
4-13,82,0.0744561
4-12,88,0.103255
4-9,87,0.195444
3-15,53,0.423358
4-7,86,0.431561
4-5,83,0.937691
2-16,15,0
4-3,88,0.867723
4-1,84,1.38861
2-20,79,0.0396048
1-19,70,0.0743163
1-9,4,0
2-18,76,0.146328
2-16,76,0.132864
2-15,81,0.216131
1-13,70,0.320312
4-15,90,0.113038
1-12,70,0.485715
2-7,55,1.02994
2-12,86,0.295922
2-18,18,0.496233
1-9,70,0.581477
1-11,2,0
4-10,29,0.524487
2-14,25,1.17272
1-8,70,0.720178
4-20,51,0.00428383
2-5,80,1.07891
1-4,70,1.38437
1-2,70,1.59758
1-1,70,2.10324
3-3,26,2.03637
3-17,7,0
3-19,83,0.0187314
3-16,81,0.0915492
4-7,61,0.565999
3-15,80,0.183837
3-13,82,0.195347
4-16,82,0.0386359
3-12,71,0.340415
4-14,84,0.0566399
4-13,81,0.0773846
4-12,87,0.106983
4-9,86,0.188737
3-15,40,0.658747
4-7,85,0.440491
3-15,50,0.548795
4-7,83,0.450465
4-5,82,0.941947
2-16,4,0
4-3,87,0.905687
2-16,6,0
4-3,81,0.959263
4-1,83,1.42801
2-20,78,0.0396011
1-19,69,0.0761228
1-9,15,1.6349
2-18,75,0.149276
2-16,77,0.133732
2-15,80,0.217754
2-14,82,0.183645
2-14,83,0.186743
1-13,69,0.332054
2-13,82,0.198517
4-15,91,0.138012
1-12,69,0.51825
2-7,51,1.08627
2-12,82,0.319228
2-18,13,0
1-9,69,0.607832
4-10,26,0.630516
1-11,1,0
2-14,26,1.07781
1-8,69,0.726082
2-8,48,0.925863
1-14,50,0.534417
2-6,80,0.764269
4-20,52,0.0084841
2-5,79,1.08753
1-4,69,1.37898
1-2,69,1.63365
1-1,69,2.10604
3-3,27,2.05004
3-17,4,0
3-19,82,0.0193254
3-16,80,0.0879734
4-7,44,0.647415
3-15,79,0.191864
3-13,81,0.157858
3-14,67,0.195263
3-6,84,0.661995
4-16,81,0.0439875
3-12,64,0.407788
4-14,83,0.0545867
4-13,80,0.0746125
4-12,86,0.171529
4-9,85,0.192982
3-15,55,0.403355
4-7,84,0.432138
4-5,81,0.956976
2-16,5,0
4-3,86,0.903201
4-1,82,1.42237
2-20,77,0.0410538
1-19,68,0.0708743
1-9,14,1.65645
2-18,74,0.149363
2-16,78,0.118521
2-15,79,0.226154
2-14,79,0.197864
1-13,68,0.356673
2-13,84,0.19034
4-15,92,0.108139
1-12,68,0.506637
2-7,45,1.23491
2-12,80,0.33226
2-18,12,0
1-9,68,0.619524
4-10,27,0.53644
2-14,27,1.11351
1-8,68,0.748006
2-7,81,0.698083
1-14,85,0.22219
2-8,93,0.396342
2-6,79,0.797402
1-14,78,0.272147
2-8,52,0.888087
2-6,84,0.716062
4-20,53,0.0114365
2-5,78,1.10588
1-4,68,1.4158
1-2,68,1.67016
1-1,68,2.11184
3-3,28,2.09427
3-17,57,0.101823
3-19,81,0.0209915
3-16,79,0.102849
4-7,47,0.61102
3-15,78,0.206808
3-13,80,0.153015
3-14,68,0.196357
2-19,51,0.134138
3-6,83,0.681965
3-19,6,0
3-17,72,0.0512444
3-3,79,1.17571
4-16,80,0.0446517
3-12,65,0.386358
4-14,82,0.0459893
4-13,79,0.0615369
4-12,85,0.202675
4-9,84,0.197075
4-9,82,0.22053
3-15,52,0.464962
4-7,81,0.461363
4-5,80,0.977635
2-16,7,0
4-3,80,1.00585
2-16,2,0
4-3,85,0.93527
4-1,81,1.42511
2-20,76,0.0451289
1-19,67,0.0756681
1-9,9,2.27632
2-18,73,0.150447
2-16,79,0.123888
2-15,78,0.239607
2-14,80,0.191201
1-13,67,0.354404
4-15,93,0.0372336
1-12,67,0.516947
2-7,63,0.903163
2-12,78,0.344812
2-18,23,0.665331
1-9,67,0.617029
1-11,7,0
2-14,28,1.14826
1-8,67,0.775048
2-7,82,0.687252
2-7,83,0.686229
2-7,77,0.743312
2-8,49,0.946427
1-14,49,0.597551
2-6,83,0.761308
4-20,54,0.0171241
2-5,77,1.12337
1-4,67,1.41095
1-1,67,2.13016
3-3,29,2.04698
3-17,6,0
3-19,80,0.020245
3-16,78,0.102455
4-7,46,0.664105
3-15,77,0.198223
3-13,79,0.171501
3-1,59,2.16615
3-7,79,0.624502
3-14,69,0.156105
2-19,50,0.133609
3-6,82,0.692551
3-14,71,0.135212
2-19,48,0.13265
3-6,80,0.70402
3-19,7,0
3-17,75,0.0452747
3-3,78,1.1759
4-16,79,0.0478405
3-12,66,0.381909
4-14,81,0.0556227
4-13,78,0.0642702
4-12,84,0.172952
4-9,83,0.20614
3-15,51,0.501548
4-7,80,0.481015
4-5,79,0.988554
4-1,80,1.37726
4-14,42,0.0835466
1-20,66,0.111613
2-20,75,0.0430643
1-19,66,0.0774665
1-9,8,0
2-18,72,0.150952
2-15,77,0.23221
1-13,66,0.366653
4-15,94,0.0357802
1-12,66,0.533751
2-18,22,0.590824
1-9,66,0.649521
4-10,1,0
1-11,6,0
2-14,29,1.14819
1-8,66,0.767818
4-20,55,0.0170115
2-5,76,1.1293
1-4,66,1.44909
1-2,66,1.73718
1-1,66,2.15817
3-17,3,0
3-3,6,3.07372
3-19,79,0.0216457
3-16,77,0.122467
4-7,41,0.925877
3-15,76,0.203896
3-13,78,0.150771
4-4,91,0.813028
3-9,79,0.346286
3-1,58,2.22613
3-7,78,0.635788
3-14,70,0.144175
2-19,49,0.135928
3-6,81,0.7031
4-16,78,0.0532329
3-12,67,0.378198
4-14,80,0.0513846
4-13,77,0.0606018
4-12,83,0.190672
4-5,78,0.9942
2-16,24,0.726131
4-3,83,0.943005
4-1,79,1.50747
2-20,74,0.0436171
1-19,65,0.0825633
1-9,83,0.454458
2-18,7,0
1-18,65,0.171143
1-9,19,1.03285
2-18,71,0.156261
2-15,76,0.237725
2-14,81,0.195517
2-14,78,0.200884
1-13,65,0.376569
2-13,81,0.193501
4-15,95,-0.0280895
1-12,65,0.513199
2-7,44,1.27872
2-12,81,0.324689
2-18,17,0
1-9,65,0.654078
1-11,5,0
4-10,30,0.450645
2-14,30,1.03367
1-8,65,0.81362
1-14,51,0.558095
2-8,63,0.699077
2-6,81,0.768183
4-20,56,0.01957
2-5,75,1.1686
1-4,65,1.47518
1-2,65,1.70089
1-1,65,2.18596
3-3,7,1.86286
3-19,78,0.0247577
3-16,76,0.111575
4-7,40,0.961255
3-15,75,0.204347
1-1,31,3.17028
1-10,67,0.606681
2-19,57,0.0927701
3-14,78,0.121105
3-13,77,0.175999
4-4,88,0.833158
3-9,78,0.358907
3-9,77,0.365025
3-1,57,2.22947
3-7,77,0.642703
4-16,77,0.0524566
3-12,92,0.19893
4-14,79,0.0473626
4-13,76,0.0716231
4-12,82,0.197806
4-9,81,0.197191
4-5,77,0.992635
4-3,77,1.0248
2-16,25,0.706595
4-3,82,0.953908
4-1,78,1.498
3-15,49,0.577647
4-7,82,0.441892
2-20,73,0.0432083
1-19,64,0.0883332
1-9,18,1.14888
2-18,70,0.151047
2-15,75,0.239871
1-13,64,0.381656
2-13,80,0.207353
2-13,77,0.22023
4-15,80,0.134253
1-12,64,0.573237
2-18,16,0
1-9,64,0.681164
1-11,4,0
4-10,31,0.613278
2-14,31,0.901095
1-8,64,0.775828
2-7,80,0.704511
2-7,78,0.717026
1-14,87,0.206036
2-8,91,0.398377
2-6,77,0.804138
1-14,84,0.218327
2-8,94,0.369869
2-6,78,0.791562
4-20,57,0.0190038
2-5,74,1.16211
1-4,64,1.48544
1-2,64,1.70507
1-1,64,2.20737
3-17,5,0
3-3,24,2.10495
3-19,77,0.0238158
3-16,75,0.118081
4-7,43,0.68544
3-15,74,0.211544
3-13,76,0.171029
3-1,56,2.22389
3-7,76,0.651714
3-6,77,0.739915
3-6,79,0.713192
4-16,76,0.0518354
3-12,93,0.187246
4-14,78,0.0601549
4-13,75,0.0691985
4-12,81,0.219063
4-9,78,0.19799
4-9,80,0.212388
3-15,32,0.792345
4-7,77,0.506563
3-15,46,0.586999
4-7,79,0.506155
4-5,76,1.01909
4-3,76,1.03299
4-1,77,1.53194
1-20,63,0.107197
2-20,72,0.0476592
1-18,63,0.185683
1-9,13,1.90261
2-18,69,0.150976
1-15,63,0.458846
2-15,74,0.24763
1-13,63,0.385333
2-13,79,0.207348
1-12,63,0.574598
2-7,62,0.947365
2-12,79,0.342382
2-18,91,0.0925632
1-9,63,0.66942
2-7,79,0.70318
2-3,85,1.18882
4-6,96,0.364492
4-14,67,0.0772576
3-12,80,0.294712
1-16,95,0.0592436
1-5,95,0.815535
1-6,63,1.05058
1-14,86,0.211714
2-8,92,0.393021
2-6,76,0.842393
