DownAndDistance,Yardline,Expected Points Added (EPA)
4-12,97,-0.282957
4-9,97,0.0732553
4-8,97,-0.132189
4-7,97,-0.0563274
4-5,97,0.286698
4-1,97,0.783941
1-20,96,-0.0388262
1-19,96,0.0197989
1-18,96,-0.104767
1-17,96,-0.0633965
1-15,96,0.0546981
2-8,98,0.202672
2-6,98,0.408624
1-14,96,0.0708219
1-13,96,0.0495762
1-12,96,0.180077
1-9,96,0.23521
1-7,96,0.456034
1-4,96,0.846936
1-3,96,0.9714
1-2,96,1.05518
1-10,96,0.221397
1-1,96,1.47061
2-20,96,-0.000241141
2-18,96,-0.0233342
2-17,96,-0.116755
2-16,96,-0.0990364
2-15,96,0.0208326
2-13,96,0.0339381
2-12,96,0.0952505
2-10,96,0.189703
2-7,96,0.426192
1-14,98,0.0157881
2-8,96,0.215527
2-6,96,0.474527
2-4,96,0.886821
2-3,96,0.910097
2-2,96,1.00417
2-1,96,1.44567
3-20,96,-0.0348715
3-16,96,-0.0653224
3-13,96,-0.118222
3-11,96,-0.0257223
3-10,96,-0.0531935
3-9,96,-0.0254995
3-8,96,0.144602
3-5,96,0.649812
3-4,96,0.790247
3-2,96,0.919741
3-1,96,1.34113
4-17,96,-0.184
4-16,96,-0.0515687
4-15,96,-0.0583779
4-13,96,-0.146591
4-12,96,-0.267405
4-9,96,0.0840784
4-8,96,-0.131529
4-7,96,-0.0482273
4-5,96,0.298848
4-1,96,0.791471
1-19,95,0.0204853
1-17,95,-0.056435
1-15,95,0.0796462
1-13,95,0.106365
1-7,95,0.493302
1-4,95,0.869442
1-2,95,1.13617
1-1,95,1.44285
2-20,95,-0.020882
2-17,95,-0.0947226
2-16,95,-0.0661019
2-15,95,0.047938
2-14,95,0.0662668
2-13,95,0.0325095
2-10,95,0.230501
2-9,95,0.247268
2-7,95,0.471315
2-4,95,0.878915
2-2,95,1.03582
2-1,95,1.48297
3-20,95,-0.0368951
3-18,95,-0.134022
3-16,95,-0.0414121
3-13,95,-0.144221
3-11,95,0.0510505
3-10,95,-0.0137766
3-9,95,0.0120659
3-8,95,0.0928295
3-6,95,0.35844
3-5,95,0.698779
3-4,95,0.759131
3-2,95,0.921938
3-7,99,0.0688152
3-1,95,1.36625
4-16,95,-0.056714
4-13,95,-0.0969715
4-12,95,-0.284211
4-9,95,0.0778685
4-5,95,0.304438
4-3,95,0.605736
4-2,95,0.611593
4-1,95,0.831075
1-19,94,0.0222022
1-17,94,-0.00141609
1-15,94,0.0984536
1-13,94,0.119451
1-7,94,0.540055
1-4,94,0.891747
1-2,94,1.0997
1-1,94,1.52361
2-20,94,-0.000441575
2-17,94,-0.113803
2-16,94,-0.0433926
2-15,94,0.0783731
2-14,94,0.0776746
2-13,94,0.0631785
2-10,94,0.22527
2-9,94,0.25218
2-7,94,0.482633
2-4,94,0.913997
2-2,94,1.07771
2-1,94,1.52449
3-20,94,-0.0329247
3-18,94,-0.145334
3-16,94,-0.00879432
3-13,94,-0.0693598
3-11,94,0.0195043
3-10,94,0.00313819
3-9,94,0.0569081
3-8,94,0.164895
3-6,94,0.374319
3-5,94,0.722854
3-4,94,0.801243
3-2,94,0.998909
3-7,98,0.103067
3-1,94,1.40615
4-18,94,-0.110219
4-16,94,-0.0264792
4-13,94,-0.115251
4-12,94,-0.180967
4-9,94,0.0822519
4-5,94,0.341723
4-3,94,0.60611
4-1,94,0.844702
1-19,93,0.0237595
1-17,93,0.0166676
1-15,93,0.132242
1-13,93,0.102967
1-7,93,0.562583
1-4,93,0.991932
1-2,93,1.13984
1-1,93,1.5373
2-20,93,-0.00560877
2-17,93,-0.0620597
2-16,93,-0.0306028
2-15,93,0.114336
2-14,93,0.0965846
2-13,93,0.0314243
2-10,93,0.225741
2-7,93,0.486125
2-4,93,0.940115
2-2,93,1.09155
2-1,93,1.53079
3-20,93,-0.0482406
3-18,93,-0.093714
3-16,93,-0.00882046
3-13,93,-0.0496975
3-11,93,0.0643663
3-10,93,0.0462897
3-9,93,0.113596
3-8,93,0.158419
3-6,93,0.405373
3-5,93,0.75325
3-4,93,0.852427
3-2,93,0.992369
3-7,97,0.217694
3-1,93,1.41974
4-16,93,-0.025341
4-13,93,-0.117048
4-12,93,-0.242261
4-9,93,0.0734109
4-5,93,0.379349
4-3,93,0.627389
4-11,96,-0.0903971
4-2,93,0.616839
4-1,93,0.885644
1-19,92,0.0245586
1-17,92,0.019574
1-15,92,0.152722
1-13,92,0.151038
1-7,92,0.587265
1-4,92,0.972531
1-2,92,1.16969
1-1,92,1.57949
2-20,92,0.0233407
2-17,92,-0.0420565
2-16,92,0.0178868
2-15,92,0.135813
2-14,92,0.119973
2-13,92,0.0804629
2-10,92,0.275322
2-7,92,0.547119
2-4,92,0.976688
2-2,92,1.12247
2-1,92,1.5494
3-20,92,-0.0343894
3-18,92,-0.057196
3-16,92,0.0272161
3-13,92,0.000669708
3-11,92,0.0745843
3-10,92,0.125012
3-9,92,0.135114
3-8,92,0.209078
3-6,92,0.446725
3-5,92,0.741664
3-4,92,0.889356
3-2,92,1.05211
3-7,96,0.160129
3-1,92,1.41481
4-16,92,-0.00302065
4-13,92,-0.141468
4-12,92,-0.282154
4-9,92,0.0860483
4-5,92,0.382077
4-3,92,0.656682
4-11,97,-0.0751471
4-2,92,0.675878
4-1,92,0.962651
1-19,91,0.0270285
1-17,91,0.0258515
1-15,91,0.175882
1-13,91,0.179118
1-7,91,0.612439
1-4,91,1.03724
1-2,91,1.24067
1-1,91,1.59468
2-20,91,0.0285251
2-17,91,-0.0521977
2-16,91,0.00708791
2-15,91,0.159327
2-14,91,0.12853
2-13,91,0.116985
2-10,91,0.270327
2-7,91,0.547167
2-4,91,1.0133
2-2,91,1.16314
2-1,91,1.59926
3-20,91,-0.0569004
3-18,91,0.00178164
3-16,91,0.031234
4-18,97,-0.0926041
3-13,91,0.10197
3-11,91,0.103166
3-10,91,0.139627
3-9,91,0.185643
3-8,91,0.213897
3-6,91,0.479297
3-5,91,0.821142
3-4,91,0.908028
3-2,91,1.07099
3-1,91,1.4696
4-16,91,-0.00423589
4-13,91,0.0459261
4-12,91,-0.286334
4-9,91,0.0893034
4-5,91,0.42996
4-3,91,0.620509
4-1,91,0.910758
1-19,90,0.0285099
1-17,90,0.0378113
1-15,90,0.218201
1-13,90,0.187705
1-7,90,0.637621
1-4,90,1.05487
1-2,90,1.27302
1-1,90,1.62091
1-9,62,0.705422
2-18,90,0.0962296
2-15,90,0.167914
2-13,90,0.150371
2-7,43,1.31322
2-12,90,0.232593
2-7,90,0.568179
2-8,74,0.603577
1-14,72,0.337928
2-6,90,0.66308
4-20,41,0
2-5,90,0.95301
3-3,19,2.10966
3-17,60,0.0785798
3-19,90,-0.00298892
3-16,90,0.020986
4-7,59,0.627415
3-15,90,0.141719
4-18,96,-0.149745
3-13,90,0.11365
3-6,90,0.534438
3-1,90,1.54348
3-12,73,0.283287
4-14,90,0.0376572
4-12,90,-0.0665287
4-9,90,0.0796664
4-5,90,0.52954
4-3,90,0.658787
4-1,90,0.969082
4-14,31,0
4-6,60,0.62367
1-20,89,0.0359432
1-13,89,0.204368
4-15,39,0.469527
1-12,89,0.308238
1-8,61,0.836588
4-10,66,0.285147
1-11,89,0.330386
2-18,57,0.155197
1-18,75,0.150195
1-9,89,0.404871
4-10,38,0.344858
1-8,89,0.496483
1-4,89,1.07723
1-1,89,1.66412
1-9,57,0.759296
2-18,89,0.0975466
2-15,89,0.180143
2-13,89,0.162644
2-7,36,1.48916
2-12,89,0.254928
2-7,89,0.614593
2-8,55,0.796016
1-14,75,0.30962
2-6,89,0.675287
4-20,42,0
2-5,89,0.952218
2-4,89,1.03689
2-1,89,1.6415
3-3,20,1.91918
3-17,49,0.116316
3-19,89,0.0136247
3-16,89,0.0447347
4-7,58,0.63001
3-15,89,0.150505
4-18,99,-0.122317
3-13,89,0.140534
3-11,89,0.183894
3-6,89,0.574438
1-12,71,0.461596
4-15,89,0.122404
3-12,74,0.29144
4-14,89,0.0367035
4-12,89,-0.00527098
4-9,89,0.0907192
3-2,24,2.45911
4-8,89,0.0717911
4-5,89,0.523841
4-3,89,0.678225
2-11,87,0.302591
3-18,43,0.208279
4-2,89,0.770648
4-1,89,1.0384
4-14,28,0
4-6,35,1.16685
1-20,88,0.0366933
1-19,88,0.0329472
1-9,40,1.12733
2-18,40,0.487124
1-18,88,0.116546
1-13,88,0.213624
4-15,88,0.105572
1-12,88,0.327386
2-18,56,0.152698
1-18,72,0.151288
1-9,88,0.423072
4-10,39,0.304856
1-8,88,0.501951
1-4,88,1.08944
1-1,88,1.70098
1-9,56,0.786787
2-18,88,0.103563
2-15,88,0.184928
2-13,88,0.172498
2-7,88,0.606569
1-14,74,0.326797
2-8,72,0.618477
2-6,88,0.69876
4-20,43,0
2-5,88,0.991338
2-4,88,1.04709
2-1,88,1.68858
3-3,21,2.18757
3-17,62,0.0721508
3-19,88,0.0151058
3-16,88,0.0444771
3-15,88,0.14546
4-18,98,-0.124128
3-13,88,0.174029
3-6,88,0.562253
3-12,75,0.293186
4-14,88,0.0466659
4-12,88,0.0128497
4-9,88,0.0857525
4-5,88,0.524735
4-3,88,0.702504
3-18,40,0.287922
2-11,86,0.325968
4-2,88,0.777302
4-1,88,1.05175
1-19,87,0.0325989
1-13,87,0.211454
4-15,41,0.566076
1-12,87,0.339866
1-18,69,0.158904
1-9,87,0.426615
4-10,44,0.400498
1-8,87,0.525525
1-4,87,1.14091
2-15,87,0.191857
2-13,87,0.171601
2-4,90,0.999906
2-8,87,0.447756
2-7,87,0.631267
2-8,53,0.840667
1-14,77,0.272886
2-6,87,0.706785
4-20,44,0.00109473
2-5,87,0.987534
2-2,87,1.22314
3-3,30,1.91878
3-17,59,0.0810844
3-19,87,0.0143333
3-16,87,0.06052
4-7,52,0.686472
3-15,87,0.160258
3-13,87,0.151366
3-14,64,0.192709
3-6,87,0.588182
3-4,87,0.984761
4-16,87,0.0294816
1-12,73,0.450254
4-15,87,0.133867
3-12,68,0.318795
4-14,87,0.0499622
4-12,87,-0.0103252
4-9,87,0.095793
4-5,87,0.541448
4-3,87,0.699563
4-1,87,1.03333
1-19,86,0.0401941
1-13,86,0.223294
4-15,42,0.57262
1-12,86,0.338268
1-18,66,0.165101
1-9,86,0.446008
4-10,45,0.423297
1-8,86,0.526254
1-4,86,1.13322
2-15,86,0.190066
2-13,86,0.165304
2-8,86,0.456482
2-7,86,0.639456
1-14,76,0.279997
2-8,54,0.835282
2-6,86,0.721151
4-20,45,0.00815305
2-5,86,1.02378
2-2,86,1.27125
3-3,31,2.0403
3-17,56,0.100936
3-19,86,0.0159814
3-16,86,0.0623712
4-7,55,0.642617
3-15,86,0.157069
4-3,97,0.585131
2-16,86,0.0909826
3-13,86,0.139053
3-14,65,0.179548
3-6,86,0.626588
3-4,86,1.02922
4-16,86,0.0303615
1-12,74,0.427201
4-15,86,0.129185
3-12,69,0.316606
4-14,86,0.050153
4-12,86,0.171529
4-9,86,0.0936838
4-5,86,0.522786
4-3,86,0.706209
4-1,86,1.11346
1-19,85,0.0413735
1-13,85,0.224926
4-15,43,0.711807
1-12,85,0.356461
2-18,61,0.143811
1-18,71,0.15112
1-9,85,0.440969
4-10,42,0.357511
1-8,85,0.554364
1-4,85,1.13334
3-15,53,0.402843
4-7,86,0.431561
2-20,85,0.0286714
2-15,85,0.193591
2-13,85,0.171158
2-7,85,0.649902
2-8,51,0.875976
1-14,79,0.259515
2-6,85,0.726473
4-20,46,0.00537074
2-5,85,1.03186
2-2,85,1.22058
3-3,16,2.33368
3-17,61,0.0745208
3-19,85,0.017354
4-7,54,0.675473
3-15,85,0.163677
4-3,96,0.558992
2-16,87,0.0868162
3-13,85,0.134718
3-9,85,0.30201
3-14,66,0.217267
3-6,85,0.617354
3-4,85,1.01413
4-16,85,0.0347186
3-12,70,0.30268
4-14,85,0.0489515
4-13,85,0.0561607
4-12,85,0.202675
4-9,85,0.0805799
4-5,85,0.503333
4-3,85,0.72544
4-1,85,1.09468
1-19,84,0.0439148
1-13,84,0.229392
4-15,44,0.663707
1-12,84,0.351805
2-18,60,0.149791
1-18,68,0.163613
1-9,84,0.462866
4-10,43,0.391951
1-8,84,0.542955
1-4,84,1.14376
2-15,84,0.207872
2-13,84,0.184134
1-9,39,1.11702
2-18,51,0.213512
1-18,85,0.125783
2-7,49,1.16417
2-12,84,0.294506
2-4,85,1.08516
2-8,84,0.484491
2-7,84,0.663573
1-14,78,0.272147
2-8,52,0.888087
2-6,84,0.716062
4-20,47,0.00313526
2-5,84,1.00429
2-8,85,0.479499
2-4,84,1.11396
3-3,17,2.34545
3-17,58,0.0823947
3-19,84,0.0167278
3-16,84,0.0673383
4-7,49,0.679341
3-15,84,0.1584
2-16,84,0.100108
3-13,84,0.166953
3-14,67,0.195263
3-6,84,0.652237
3-4,84,1.06782
4-16,84,0.0328842
3-12,71,0.295307
4-14,84,0.0566399
4-13,84,0.0595662
4-12,84,0.172952
4-9,84,0.0996069
4-5,84,0.536098
4-3,84,0.689936
4-1,84,1.11511
1-19,83,0.0458223
2-7,55,1.02994
2-12,86,0.295922
1-9,33,1.21422
2-18,49,0.245562
1-18,83,0.129913
1-13,83,0.230246
4-15,45,0.604234
1-12,83,0.361366
1-18,65,0.171143
1-9,83,0.454458
4-10,16,0.445248
1-8,83,0.561099
1-4,83,1.1628
3-16,85,0.0713826
1-2,83,1.37144
3-15,55,0.343251
4-7,84,0.432138
2-20,83,0.0365859
2-15,83,0.201005
2-13,83,0.185691
1-9,36,1.15102
2-18,44,0.411578
1-18,84,0.127113
2-7,50,1.10815
2-12,83,0.31053
3-2,25,2.48129
4-8,88,0.148969
2-10,83,0.381882
2-4,86,1.10132
2-8,83,0.470738
2-7,83,0.686229
1-14,49,0.597551
2-8,49,0.946427
2-6,83,0.761308
4-20,48,0.00559545
2-5,83,1.03523
2-2,83,1.30856
3-3,26,2.03637
3-19,83,0.0187314
3-16,83,0.0765459
4-7,48,0.697827
3-15,83,0.168014
2-16,85,0.0996897
3-13,83,0.172199
3-14,68,0.196357
2-19,51,0.134138
3-6,83,0.660737
3-5,83,0.973654
4-16,83,0.0342896
3-12,64,0.339223
4-14,83,0.0545867
4-13,83,0.0652358
4-12,83,0.190672
4-9,83,0.0937804
2-10,90,0.306649
3-2,18,2.60648
4-8,83,0.16089
2-20,86,0.0326111
3-15,50,0.398011
4-7,83,0.450465
4-5,83,0.56931
2-16,24,0.726131
4-3,83,0.716802
4-1,83,1.09951
1-19,82,0.0463389
2-7,48,1.1896
2-12,85,0.314757
1-9,38,1.10888
2-18,50,0.23924
1-18,82,0.133019
1-13,82,0.24348
4-15,46,0.521377
1-12,82,0.368999
1-9,82,0.480079
4-10,17,0.375678
1-8,82,0.561283
1-4,82,1.17906
3-15,54,0.365204
4-7,87,0.416113
2-20,82,0.0344513
2-15,82,0.211742
2-13,82,0.198517
1-9,37,1.0977
2-18,45,0.390905
1-18,87,0.120172
2-7,51,1.08627
2-12,82,0.319228
2-10,82,0.380613
2-4,87,1.07023
1-14,80,0.250359
2-8,82,0.508979
2-7,82,0.687252
1-14,48,0.557557
2-8,50,0.910448
2-6,82,0.758131
4-20,49,0.00324227
2-5,82,1.04546
2-4,82,1.17177
2-2,82,1.27498
3-3,27,1.99382
3-19,82,0.0193254
3-16,82,0.0808251
4-7,51,0.659765
3-15,82,0.168813
2-16,82,0.108161
3-13,82,0.195347
3-9,82,0.32459
3-14,69,0.156105
2-19,50,0.133609
3-6,82,0.655518
3-5,82,0.962072
4-16,82,0.0386359
3-12,65,0.328765
4-14,82,0.0459893
4-13,82,0.0744561
4-12,82,0.197806
4-9,82,0.0845133
4-5,82,0.527286
2-16,25,0.706595
4-3,82,0.746716
4-1,82,1.19705
1-19,81,0.0505313
1-13,81,0.244668
4-15,47,0.641088
1-12,81,0.385861
1-18,67,0.162946
1-9,81,0.487932
2-14,14,1.28514
4-10,46,0.369191
1-8,81,0.587609
1-4,81,1.20539
2-15,81,0.216131
2-13,81,0.193501
1-9,42,1.01478
2-18,46,0.358303
1-18,86,0.120785
2-7,44,1.27872
2-12,81,0.324689
3-2,27,2.47517
4-8,90,0.0226627
2-10,81,0.397273
2-7,81,0.698083
2-8,63,0.699077
1-14,51,0.558095
2-6,81,0.768183
4-20,50,0.00682474
2-5,81,1.05484
3-3,28,2.09427
3-17,57,0.0923567
3-19,81,0.0209915
3-16,81,0.0779198
4-7,50,0.603407
3-15,81,0.176019
2-16,83,0.105694
3-13,81,0.157858
3-14,70,0.144175
2-19,49,0.135928
3-6,81,0.65295
3-5,81,0.970032
4-16,81,0.0346863
3-12,66,0.328744
4-14,81,0.0556227
4-13,81,0.0773846
4-12,81,0.219063
4-9,81,0.0878625
2-20,84,0.0339278
3-15,52,0.456755
4-7,81,0.461363
4-5,81,0.579684
4-3,81,0.706687
4-1,81,1.19669
1-19,80,0.0478857
2-7,54,1.04778
2-12,87,0.293592
1-9,32,1.21607
2-18,48,0.269408
1-18,80,0.142223
1-13,80,0.25968
4-15,32,0.514818
1-12,80,0.382108
1-18,64,0.1774
1-9,80,0.48689
2-14,15,0.930038
4-10,47,0.36287
1-8,80,0.608368
1-4,80,1.2075
3-15,40,0.658747
4-7,85,0.440491
2-20,80,0.0381081
2-15,80,0.217754
2-13,80,0.207353
1-9,43,1.02427
2-18,47,0.3073
1-18,89,0.113009
2-7,45,1.23491
2-12,80,0.33226
2-4,81,1.17959
1-14,82,0.240968
2-8,80,0.52186
2-7,80,0.704511
2-8,48,0.925863
1-14,50,0.534417
2-6,80,0.764269
4-20,51,0.00428383
2-5,80,1.07891
1-14,81,0.244487
2-8,81,0.513926
2-4,80,1.15819
3-3,29,2.03405
3-19,80,0.020245
3-16,80,0.0879734
4-7,61,0.565999
3-15,80,0.168109
2-16,80,0.117701
3-13,80,0.153015
3-14,71,0.134297
2-19,48,0.13265
3-6,80,0.677495
3-5,80,0.96341
4-16,80,0.0446517
3-12,67,0.325676
4-14,80,0.0500074
4-13,80,0.0746125
4-12,80,0.230344
4-9,80,0.0988762
3-2,17,2.46312
4-8,80,0.13409
2-20,87,0.0292486
3-15,51,0.467238
4-7,80,0.481015
4-5,80,0.556849
4-3,80,0.722341
4-1,80,1.16688
2-14,82,0.183645
4-14,41,0.0984722
1-20,79,0.0832196
1-19,79,0.0539429
1-13,79,0.260234
4-15,81,0.146281
1-12,79,0.386751
1-9,79,0.500405
2-14,16,0.699892
1-11,11,2.03693
4-10,20,0.0693209
1-8,79,0.621971
1-7,79,0.790539
1-4,79,1.22418
1-2,79,1.41834
3-15,59,0.239265
4-7,88,0.394357
2-20,79,0.0396048
2-16,79,0.123888
2-15,79,0.226154
2-13,79,0.203925
2-7,79,0.70318
2-8,93,0.306006
1-14,85,0.22219
2-6,79,0.797402
4-20,52,0.0084841
2-5,79,1.08753
2-2,79,1.38581
3-3,6,3.07372
3-19,79,0.0216457
1-2,85,1.33604
3-16,79,0.0922853
4-7,44,0.540563
3-15,79,0.186492
2-16,81,0.110154
3-13,79,0.171501
4-4,91,0.466386
3-9,79,0.340677
3-1,59,2.16353
3-7,79,0.614325
3-6,79,0.707894
3-5,79,1.00035
3-17,72,0.0472443
3-3,79,1.14477
3-3,70,1.24003
3-17,67,0.058233
4-19,79,0.010296
4-18,79,0.0719484
4-16,79,0.0478405
3-12,92,-0.00865506
4-14,79,0.0466061
4-13,79,0.0615369
4-12,79,0.198251
1-8,48,1.0712
4-16,50,0.0662717
1-11,84,0.390036
4-10,79,0.19891
4-9,79,0.102946
2-20,90,0.0267012
3-15,46,0.56709
4-7,79,0.506155
4-5,79,0.542755
4-3,79,0.693804
4-1,79,1.17021
2-14,83,0.186743
4-14,46,0.130383
1-20,78,0.0526649
1-19,78,0.0546747
1-17,78,0.0752366
1-13,78,0.263157
4-15,82,0.136715
1-12,78,0.405654
1-9,78,0.513233
2-14,17,0.678031
4-10,21,0.820926
1-8,78,0.626434
1-7,78,0.797323
1-4,78,1.2562
1-2,78,1.44356
2-20,78,0.0396011
2-16,78,0.118261
2-15,78,0.239607
2-13,78,0.199157
1-4,30,2.25853
2-9,78,0.448451
2-7,78,0.717026
2-8,94,0.343844
1-14,84,0.218327
2-6,78,0.791562
4-20,53,0.0114365
2-5,78,1.10588
2-2,78,1.36993
3-3,7,1.40676
3-19,78,0.0247577
1-2,86,1.31078
3-16,78,0.0895497
4-7,47,0.593945
3-15,78,0.189811
3-13,78,0.150771
4-4,88,0.537322
3-9,78,0.346567
3-1,58,2.17254
3-7,78,0.635527
3-6,78,0.680927
3-5,78,1.00259
3-17,75,0.0418935
3-3,78,1.15366
2-5,53,1.46978
4-20,78,0.00989916
3-3,71,1.27173
3-17,64,0.0644372
4-19,78,0.0131231
4-16,78,0.0391345
3-12,93,-0.0537264
4-14,78,0.0601549
4-13,78,0.0642702
4-12,78,0.231099
1-8,49,1.05923
4-16,49,0.0651143
1-11,85,0.373655
4-10,78,0.222162
4-9,78,0.101318
3-15,45,0.563886
4-7,78,0.454877
4-5,78,0.570488
4-3,78,0.716379
4-1,78,1.15654
2-14,80,0.191201
4-14,43,0.0630799
1-20,77,0.0785231
1-19,77,0.0592937
1-17,77,0.0957912
1-13,77,0.2774
4-15,83,0.130644
1-12,77,0.412699
1-9,77,0.533187
2-14,18,0.590447
4-10,18,0.20871
1-8,77,0.639307
1-7,77,0.793294
1-4,77,1.26193
1-2,77,1.48615
2-20,77,0.0410538
2-16,77,0.133732
2-15,77,0.23221
2-13,77,0.205567
2-7,77,0.743312
2-8,91,0.398377
1-14,87,0.206036
2-6,77,0.804138
4-20,54,0.0171241
2-5,77,1.12337
2-2,77,1.40012
3-3,24,1.95593
3-19,77,0.0238158
3-16,77,0.0940973
4-7,46,0.664105
3-15,77,0.18959
3-13,77,0.175999
3-9,77,0.354928
3-1,57,2.22947
3-7,77,0.615465
1-19,89,0.0303792
3-6,77,0.726098
3-5,77,1.01035
3-3,88,1.00919
3-17,69,0.0462753
4-19,77,0.0120434
4-16,77,0.0517919
4-15,77,0.136157
3-12,94,-0.117688
4-6,82,0.489014
4-14,77,0.0668973
4-13,77,0.0606018
4-12,77,0.244535
1-11,82,0.401487
1-8,54,0.958505
4-16,60,0.0781747
4-10,77,0.228749
4-9,77,0.11171
2-20,88,0.0306532
3-15,32,0.792345
4-7,77,0.506563
4-5,77,0.604578
4-3,77,0.801018
4-1,77,1.18478
2-14,81,0.195517
4-14,40,0.0731621
1-20,76,0.0829884
1-19,76,0.0649488
1-17,76,0.0866688
1-13,76,0.274452
4-15,84,0.122682
1-12,76,0.41727
1-9,76,0.512945
2-14,19,0.560432
4-10,19,0.201753
1-8,76,0.657347
1-7,76,0.811896
1-4,76,1.24653
1-2,76,1.4909
3-15,60,0.222678
4-7,89,0.376812
2-20,76,0.0451289
2-16,76,0.125629
2-15,76,0.237725
2-13,76,0.21084
1-9,95,0.270618
2-18,59,0.148637
1-18,77,0.141429
2-7,57,0.993498
2-12,76,0.366522
2-7,76,0.740957
2-8,92,0.393021
1-14,86,0.211714
2-6,76,0.842393
4-20,55,0.0170115
2-5,76,1.1293
2-2,76,1.40632
3-3,25,2.13988
3-19,76,0.026048
1-2,84,1.35073
3-16,76,0.0924729
4-7,41,0.925877
3-15,76,0.192474
3-13,76,0.171029
4-4,90,0.517855
3-9,76,0.352293
3-1,56,2.22389
3-7,76,0.651714
3-6,76,0.706049
3-5,76,1.01886
3-17,66,0.0571339
3-3,89,0.973949
4-19,76,0.0134389
4-18,76,0.0935399
4-16,76,0.0425807
4-15,76,0.135536
3-12,95,-0.133045
4-6,83,0.499485
4-14,76,0.0544635
4-13,76,0.0716231
4-12,76,0.239314
1-11,83,0.393224
1-8,55,0.912776
4-16,51,0.0841274
4-10,76,0.221043
4-9,76,0.0991399
3-15,47,0.57656
4-7,76,0.51439
4-5,76,0.575691
4-3,76,0.763258
4-1,76,1.22047
2-14,78,0.200884
4-6,50,0.715039
4-14,45,0.126543
1-20,75,0.0827313
1-19,75,0.0589687
2-7,63,0.903163
2-12,78,0.344812
1-13,75,0.305361
4-15,85,0.141317
1-12,75,0.44387
1-9,75,0.546115
2-14,20,0.605595
1-11,15,1.43132
4-10,24,0.759374
1-8,75,0.662972
1-7,75,0.84179
1-4,75,1.30562
